Player Names,Player BWF Link,Singles Wins,Singles Losses,Singles Prize Money,Doubles Wins,Doubles Losses,Doubles Prize Money,Mixed Wins,Mixed Losses,Mixed Prize Money,Total Money,Career Wins,Career Losses
Anastasia Russkikh,https://bwfbadminton.com/player/8388/anastasia-russkikh,21,18,0,179,89,0,141,71,0,519,341,178
Liew Daren,https://bwfbadminton.com/player/52864/liew-daren,216,174,93483,3,4,28,0,0,0,93908,219,178
Anatoliy Yartsev,https://bwfbadminton.com/player/60783/anatoliy-yartsev,102,84,2824,29,44,751,85,50,3425,7394,216,178
Rizki Amelia Pradipta,https://bwfbadminton.com/player/91654/rizki-amelia-pradipta,12,13,725,174,122,103281,22,43,2441,106833,208,178
Chae Yujung,https://bwfbadminton.com/player/93074/chae-yujung,2,1,0,120,74,60638,221,102,156519,217677,343,177
Petra Polanc,https://bwfbadminton.com/player/61268/petra-polanc,93,69,0,70,47,0,81,61,0,421,244,177
Yuhan Tan,https://bwfbadminton.com/player/51690/yuhan-tan,228,177,15370,0,0,0,0,0,0,15775,228,177
Jeanine Cicognini,https://bwfbadminton.com/player/51842/jeanine-cicognini,203,152,19581,13,23,171,0,2,560,20705,216,177
Dominik Stipsits,https://bwfbadminton.com/player/57556/dominik-stipsits,15,14,0,76,104,403,43,59,0,714,134,177
Kristof Horvath,https://bwfbadminton.com/player/10790/kristof-horvath,50,100,62,18,55,22,3,22,0,332,71,177
Choi Solgyu,https://bwfbadminton.com/player/67810/choi-solgyu,26,10,0,144,76,79083,177,90,63749,143355,347,176
Emma Wengberg,https://bwfbadminton.com/player/53848/emma-wengberg,15,21,32,168,128,16991,40,27,1149,18571,223,176
Josche Zurwonne,https://bwfbadminton.com/player/55514/josche-zurwonne,0,1,0,182,132,22709,38,43,937,24042,220,176
Vitaly Konov,https://bwfbadminton.com/player/54467/vitaly-konov,96,76,1915,50,68,1125,32,32,0,3394,178,176
Karoliine Hoim,https://bwfbadminton.com/player/67084/karoliine-hoim,71,110,351,14,35,0,31,31,0,643,116,176
Sony Dwi Kuncoro,https://bwfbadminton.com/player/50427/sony-dwi-kuncoro,350,175,276365,0,0,0,0,0,0,276890,350,175
Elena Nozdran,https://bwfbadminton.com/player/4851/elena-nozdran,175,75,0,101,66,0,68,34,0,519,344,175
Delphine Delrue,https://bwfbadminton.com/player/70762/delphine-delrue,4,9,0,116,85,15705,139,81,26853,42992,259,175
Alex Vlaar,https://bwfbadminton.com/player/65723/alex-vlaar,98,69,0,65,52,141,93,54,2294,2866,256,175
Mohd Zakry Abdul Latif,https://bwfbadminton.com/player/13137/mohd-zakry-abdul-latif,5,4,0,195,142,82538,24,29,2015,84952,224,175
Suppanyu Avihingsanon,https://bwfbadminton.com/player/46874/suppanyu-avihingsanon,207,173,59454,1,1,0,0,1,0,59837,208,175
Stefan Wojcikiewicz,https://bwfbadminton.com/player/13310/stefan-wojcikiewicz,194,167,0,1,6,0,1,2,0,371,196,175
Marius Myhre,https://bwfbadminton.com/player/20711/marius-myhre,136,147,2150,9,24,489,0,4,0,2959,145,175
Gaetan Mittelheisser,https://bwfbadminton.com/player/94817/gaetan-mittelheisser,0,0,0,128,78,5056,116,96,6325,11799,244,174
Kenta Kazuno,https://bwfbadminton.com/player/53161/kenta-kazuno,15,8,56,119,78,33879,81,88,38787,73111,215,174
Christian Boesiger,https://bwfbadminton.com/player/53013/christian-boesiger,91,103,0,53,57,0,9,14,0,327,153,174
Georgios Charalambidis,https://bwfbadminton.com/player/13568/georgios-charalambidis,30,107,70,8,34,0,25,33,105,412,63,174
Ng Ka Long Angus,https://bwfbadminton.com/player/45171/ng-ka-long-angus,253,147,248471,28,23,122,3,3,0,249050,284,173
Wang Tzu Wei,https://bwfbadminton.com/player/87375/wang-tzu-wei,231,150,161099,15,21,594,3,2,181,162296,249,173
Chayut Triyachart,https://bwfbadminton.com/player/54662/chayut-triyachart,2,3,0,120,94,23566,101,76,15690,39652,223,173
Tang Chun Man,https://bwfbadminton.com/player/77689/tang-chun-man,13,10,0,52,79,9608,155,84,161494,171495,220,173
Njoto Albertus Susanto,https://bwfbadminton.com/player/50498/njoto-albertus-susanto,0,0,0,124,117,14499,50,56,12208,27054,174,173
Beatriz Corrales,https://bwfbadminton.com/player/95780/beatriz-corrales,270,152,52138,17,17,0,4,3,0,52601,291,172
Suzanne Rayappan,https://bwfbadminton.com/player/13516/suzanne-rayappan,1,1,0,130,91,0,111,80,0,414,242,172
Jenny Moore,https://bwfbadminton.com/player/89068/jenny-moore,7,10,0,105,82,6619,98,80,6223,13224,210,172
Laura Sarosi,https://bwfbadminton.com/player/34899/laura-sarosi,168,118,6960,14,24,96,22,30,0,7432,204,172
Henri Aarnio,https://bwfbadminton.com/player/62470/henri-aarnio,105,89,2055,46,59,0,15,24,0,2393,166,172
Ayla Huser,https://bwfbadminton.com/player/92691/ayla-huser,84,111,960,10,36,225,14,25,0,1465,108,172
Sonja Pekkola,https://bwfbadminton.com/player/99619/sonja-pekkola,31,65,0,44,69,647,31,38,0,925,106,172
Chiang Kai Hsin,https://bwfbadminton.com/player/84929/chiang-kai-hsin,0,1,0,74,117,16389,31,54,9399,26065,105,172
Kristine Sefere,https://bwfbadminton.com/player/10625/kristine-sefere,51,73,188,31,69,120,16,30,54,632,98,172
Mohammad Ahsan,https://bwfbadminton.com/player/52749/mohammad-ahsan,1,1,0,413,169,581666,0,1,0,582251,414,171
Beiwen Zhang,https://bwfbadminton.com/player/53806/beiwen-zhang,255,139,251226,29,26,2683,6,6,554,254924,290,171
Muhammad Hafiz Hashim,https://bwfbadminton.com/player/12370/muhammad-hafiz-hashim,249,144,55168,23,26,682,2,1,0,56295,274,171
Andrew Ellis,https://bwfbadminton.com/player/54413/andrew-ellis,20,10,0,192,141,34225,26,20,1794,36428,238,171
Chow Mei Kuan,https://bwfbadminton.com/player/12411/chow-mei-kuan,0,1,0,141,116,50329,56,54,3393,54090,197,171
Attri Manu,https://bwfbadminton.com/player/59803/attri-manu,1,1,0,156,148,45472,30,22,5270,51100,187,171
Airi Mikkela,https://bwfbadminton.com/player/55770/airi-mikkela,145,134,10113,19,29,0,3,8,0,10451,167,171
Lukasz Moren,https://bwfbadminton.com/player/15362/lukasz-moren,6,11,351,215,125,13633,42,34,1030,15447,263,170
Doha Hany,https://bwfbadminton.com/player/61746/doha-hany,87,67,1146,89,58,4776,87,45,2509,8864,263,170
Glenn Warfe,https://bwfbadminton.com/player/13922/glenn-warfe,4,8,0,151,106,0,69,56,0,394,224,170
Danica Nishimura,https://bwfbadminton.com/player/80894/danica-nishimura,31,42,1185,114,70,7344,55,58,876,9775,200,170
Thien How Hoon,https://bwfbadminton.com/player/15697/thien-how-hoon,1,1,0,187,149,60942,11,20,2338,63649,199,170
Hendra Wijaya,https://bwfbadminton.com/player/13803/hendra-wijaya,34,24,253,126,101,15377,36,45,4421,20417,196,170
Bin Shen Tan,https://bwfbadminton.com/player/50714/bin-shen-tan,0,2,0,164,140,25178,14,28,1822,27348,178,170
Pai Hsiao Ma,https://bwfbadminton.com/player/15509/pai-hsiao-ma,155,122,0,12,29,0,11,19,0,348,178,170
Oliver Schaller,https://bwfbadminton.com/player/94367/oliver-schaller,2,3,0,55,73,103,75,94,1025,1430,132,170
Ben Lane,https://bwfbadminton.com/player/76278/ben-lane,2,3,0,125,87,13670,139,79,20755,34860,266,169
Matthew Nottingham,https://bwfbadminton.com/player/92632/matthew-nottingham,10,8,0,123,86,5620,94,75,3488,9504,227,169
Elisabeth Baldauf,https://bwfbadminton.com/player/85440/elisabeth-baldauf,73,49,5353,17,28,0,106,92,3973,9691,196,169
Filip Spoljarec,https://bwfbadminton.com/player/83212/filip-spoljarec,66,90,0,52,51,150,32,28,0,469,150,169
Debby Susanto,https://bwfbadminton.com/player/4425/debby-susanto,0,0,0,21,15,3026,234,153,214415,217864,255,168
Busanan Ongbamrungphan,https://bwfbadminton.com/player/58271/busanan-ongbamrungphan,233,162,189558,10,6,319,0,0,0,190288,243,168
Adam Mendrek,https://bwfbadminton.com/player/91381/adam-mendrek,179,130,2820,46,33,380,10,5,0,3603,235,168
